;index;time_index;tv_volume;tv_spend;search_clicks;search_imps;search_matching_query_volume;search_query_volume;search_spend;total_spend;brand_sales;competitor_sales;revenue;profit;tv_budget_index;tv_budget;search_budget_index;search_budget;country_number;tv_spend;tv_spend_lag1;tv_spend_lag13;tv_spend_lag52;search_spend;search_spend_lag1;search_spend_lag13;search_spend_lag52
10;63;63;0;0.0;302391;3920928;3920928;17432534;332630.1;332630.1;1471494;8175638;117719520;117386889.9;2;47500000.0;2;12000000.0;0;0.0;489389.12698137295;0.0;0.0;332630.1;319805.2;197202.5;144151.7
11;64;64;753118592;3765687.13957874;281716;3698642;3698642;16433401;309887.6;4075574.73957874;1491792;7529781;119343360;115267785.260421;2;47500000.0;2;12000000.0;0;3765687.13957874;0.0;1215235.22287938;3106062.50017073;309887.6;332630.1;190005.2;151130.1
12;65;65;0;0.0;0;0;3221342;14317654;0.0;0.0;1162490;6450239;92999200;92999200.0;2;47500000.0;2;12000000.0;0;0.0;3765687.13957874;0.0;0.0;0.0;309887.6;0.0;0.0
13;66;66;58820061;294108.846242529;0;0;3505987;15591047;0.0;294108.846242529;1312204;7118095;104976320;104682211.15375699;2;47500000.0;2;12000000.0;0;294108.846242529;0.0;1420883.06653514;1912379.21322476;0.0;0.0;0.0;0.0
14;67;67;0;0.0;241763;3231436;3231436;14355685;265939.3;265939.3;1170070;6506164;93605600;93339660.7;2;47500000.0;2;12000000.0;0;0.0;294108.846242529;0.0;0.0;265939.3;0.0;361095.9;125834.5
15;68;68;772529150;3862496.05259113;253110;3361301;3361301;14936098;278421.0;4140917.05259113;1333126;6722991;106650080;102509162.947409;2;47500000.0;2;12000000.0;0;3862496.05259113;0.0;2239667.05725837;0.0;278421.0;265939.3;378239.4;115376.8
16;69;69;0;0.0;260044;3431711;3431711;15261145;286048.4;286048.4;1258213;6996990;100657040;100370991.6;2;47500000.0;2;12000000.0;0;0.0;3862496.05259113;0.0;1068722.23501429;286048.4;278421.0;316965.0;111589.5
17;70;70;301468856;1507250.03075711;222414;3012460;3012460;13401302;244655.4;1751905.43075711;1146800;5917615;91744000;89992094.56924291;2;47500000.0;2;12000000.0;0;1507250.03075711;0.0;0.0;0.0;244655.4;286048.4;315925.5;112168.1
18;71;71;148288016;741385.799390325;195852;2717345;2717345;12084644;215437.2;956822.9993903241;989606;5223885;79168480;78211657.00060971;2;47500000.0;2;12000000.0;0;741385.799390325;1507250.03075711;4281165.15048561;565626.100240639;215437.2;244655.4;402403.1;91901.7
19;72;72;0;0.0;172454;2456729;2456729;10903887;189699.4;189699.4;832188;4631671;66575040;66385340.6;2;47500000.0;2;12000000.0;0;0.0;741385.799390325;0.0;0.0;189699.4;215437.2;373144.2;93930.1
20;73;73;10185429;50929.08107740519;158679;2302097;2302097;10239267;174546.9;225475.981077405;769272;4261120;61541760;61316284.018922605;2;47500000.0;2;12000000.0;0;50929.08107740519;0.0;3034914.72732278;0.0;174546.9;189699.4;384533.6;101794.0
21;74;74;0;0.0;190134;2658612;2658612;11818216;209147.4;209147.4;919626;5121457;73570080;73360932.6;2;47500000.0;2;12000000.0;0;0.0;50929.08107740519;0.0;3282512.2610171;209147.4;174546.9;394807.6;97155.3
22;75;75;53712875;268549.280630045;162416;2339575;2339575;10399835;178657.6;447206.880630045;800096;4337558;64007680;63560473.11937;2;47500000.0;2;12000000.0;0;268549.280630045;0.0;489389.12698137295;0.0;178657.6;209147.4;319805.2;93714.5
23;76;76;0;0.0;159970;2311884;2311884;10270999;175967.0;175967.0;770568;4284245;61645440;61469473.0;2;47500000.0;2;12000000.0;0;0.0;268549.280630045;0.0;609080.520691356;175967.0;178657.6;332630.1;76931.8
24;77;77;1155453927;5777000.20617164;135981;2047800;2047800;9097101;149579.1;5926579.30617164;714037;3594547;57122960;51196380.6938284;2;47500000.0;2;12000000.0;0;5777000.20617164;0.0;3765687.13957874;0.0;149579.1;175967.0;309887.6;68755.5
25;78;78;0;0.0;0;0;2068112;9197167;0.0;0.0;663119;3682812;53049520;53049520.0;2;47500000.0;2;12000000.0;0;0.0;5777000.20617164;0.0;24994.131596671203;0.0;149579.1;0.0;0.0
26;79;79;358743886;1793759.6538417998;0;0;2029539;9038556;0.0;1793759.6538417998;690924;3549381;55273920;53480160.34615821;2;47500000.0;2;12000000.0;0;1793759.6538417998;0.0;294108.846242529;0.0;0.0;0.0;0.0;0.0
27;80;80;0;0.0;147113;2174631;2174631;9665914;161824.3;161824.3;710705;3954399;56856400;56694575.7;2;47500000.0;2;12000000.0;0;0.0;1793759.6538417998;0.0;12258.6406883813;161824.3;0.0;265939.3;79541.0
28;81;81;622349807;3111682.14059382;146649;2165964;2165964;9626371;161313.9;3272996.04059382;766462;3885021;61316960;58043963.959406205;2;47500000.0;2;12000000.0;0;3111682.14059382;0.0;3862496.05259113;0.0;161313.9;161824.3;278421.0;90252.8
29;82;82;0;0.0;163486;2355558;2355558;10468571;179834.6;179834.6;789288;4386897;63143040;62963205.4;2;47500000.0;2;12000000.0;0;0.0;3111682.14059382;0.0;5433004.14901702;179834.6;161313.9;286048.4;96196.1
30;83;83;0;0.0;168938;2413453;2413453;10715863;185831.8;185831.8;814913;4522892;65193040;65007208.2;2;47500000.0;2;12000000.0;0;0.0;0.0;1507250.03075711;0.0;185831.8;179834.6;244655.4;101857.8
31;84;84;0;0.0;147659;2175128;2175128;9666681;162424.9;162424.9;712518;3959556;57001440;56839015.1;2;47500000.0;2;12000000.0;0;0.0;0.0;741385.799390325;2285915.62416927;162424.9;185831.8;215437.2;98480.8
32;85;85;0;0.0;193167;2682576;2682576;11932007;212483.7;212483.7;932832;5188616;74626560;74414076.3;2;47500000.0;2;12000000.0;0;0.0;0.0;0.0;0.0;212483.7;162424.9;189699.4;87853.7
33;86;86;66279966;331358.631235272;194590;2704211;2704211;12010920;214049.0;545407.631235272;964115;5210166;77129200;76583792.3687647;2;47500000.0;2;12000000.0;0;331358.631235272;0.0;50929.08107740519;803879.3721220591;214049.0;212483.7;174546.9;101457.4
34;87;87;0;0.0;208471;2861736;2861736;12715621;229318.1;229318.1;1009071;5610040;80725680;80496361.9;2;47500000.0;2;12000000.0;0;0.0;331358.631235272;0.0;0.0;229318.1;214049.0;209147.4;89849.1
35;88;88;319755350;1598742.57031115;200822;2771661;2771661;12315401;220904.2;1819646.77031116;1037808;5342331;83024640;81204993.2296889;2;47500000.0;2;12000000.0;0;1598742.57031115;0.0;268549.280630045;0.0;220904.2;229318.1;178657.6;108710.8
36;89;89;0;0.0;192108;2679369;2679369;11905075;211318.8;211318.8;928119;5174037;74249520;74038201.2;2;47500000.0;2;12000000.0;0;0.0;1598742.57031115;0.0;422172.109655726;211318.8;220904.2;175967.0;107323.7
37;90;90;464353265;2321704.28671706;239777;3216909;3216909;14293040;263754.7;2585458.98671706;1254482;6390682;100358560;97773101.01328291;2;47500000.0;2;12000000.0;0;2321704.28671706;0.0;5777000.20617164;2250893.90202768;263754.7;211318.8;149579.1;115559.4
38;91;91;0;0.0;0;0;3006997;13357030;0.0;0.0;1067856;5937246;85428480;85428480.0;2;47500000.0;2;12000000.0;0;0.0;2321704.28671706;0.0;0.0;0.0;263754.7;0.0;0.0
39;92;92;508625315;2543303.39309414;0;0;3445316;15304844;0.0;2543303.39309414;1355969;6897832;108477520;105934216.60690601;2;47500000.0;2;12000000.0;0;2543303.39309414;0.0;1793759.6538417998;4575868.46112157;0.0;0.0;0.0;0.0
40;93;93;0;0.0;270512;3562848;3562848;15820904;297563.2;297563.2;1312249;7294342;104979920;104682356.8;2;47500000.0;2;12000000.0;0;0.0;2543303.39309414;0.0;0.0;297563.2;0.0;161824.3;174152.0
41;94;94;275066349;1375329.36384481;289556;3772401;3772401;16765965;318511.6;1693840.96384481;1495988;7735779;119679040;117985199.036155;2;47500000.0;2;12000000.0;0;1375329.36384481;0.0;3111682.14059382;4744749.59539832;318511.6;297563.2;161313.9;178263.8
42;95;95;0;0.0;308720;3992258;3992258;17746096;339592.0;339592.0;1501738;8352809;120139040;119799448.0;2;47500000.0;2;12000000.0;0;0.0;1375329.36384481;0.0;0.0;339592.0;318511.6;179834.6;155040.6
43;96;96;185421949;927095.12171494;308740;3989045;3989045;17722878;339614.0;1266709.12171494;1573388;8265596;125871040;124604330.878285;2;47500000.0;2;12000000.0;0;927095.12171494;0.0;0.0;700050.629277045;339614.0;339592.0;185831.8;147202.0
44;97;97;39511709;197576.858676437;241985;3240369;3240369;14392892;266183.5;463760.35867643706;1190643;6509646;95251440;94787679.6413236;2;47500000.0;2;12000000.0;0;197576.858676437;927095.12171494;0.0;0.0;266183.5;339614.0;162424.9;159632.0
45;98;98;0;0.0;344647;4404968;4404968;19577487;379111.7;379111.7;1681715;9347782;134537200;134158088.3;2;47500000.0;2;12000000.0;0;0.0;197576.858676437;0.0;0.0;379111.7;266183.5;212483.7;167817.1
46;99;99;0;0.0;313092;4033746;4033746;17934773;344401.2;344401.2;1519813;8450413;121585040;121240638.8;2;47500000.0;2;12000000.0;0;0.0;0.0;331358.631235272;1899008.40965137;344401.2;379111.7;214049.0;158604.6
47;100;100;165524734;827594.1649114629;368209;4662906;4662906;20708309;405029.9;1232624.06491146;1879111;9884041;150328880;149096255.935089;2;47500000.0;2;12000000.0;0;827594.1649114629;0.0;0.0;0.0;405029.9;344401.2;229318.1;192838.8
48;101;101;0;0.0;365205;4629613;4629613;20572616;401725.5;401725.5;1780324;9888044;142425920;142024194.5;2;47500000.0;2;12000000.0;0;0.0;827594.1649114629;1598742.57031115;6899450.76726408;401725.5;405029.9;220904.2;188336.5
49;102;102;512962983;2564768.17576729;396572;4977812;4977812;22108228;436229.2;3000997.37576729;2079756;10588416;166380480;163379482.624233;2;47500000.0;2;12000000.0;0;2564768.17576729;0.0;0.0;0.0;436229.2;401725.5;211318.8;197202.5
50;103;103;434725874;2173660.07426961;341711;4353061;4353061;19357932;375882.1;2549542.17426961;1788591;9112707;143087280;140537737.82573;2;47500000.0;2;12000000.0;0;2173660.07426961;2564768.17576729;2321704.28671706;1215235.22287938;375882.1;436229.2;263754.7;190005.2
51;104;104;0;0.0;0;0;4369124;19435177;0.0;0.0;1659978;9222440;132798240;132798240.0;2;47500000.0;2;12000000.0;0;0.0;2173660.07426961;0.0;0.0;0.0;375882.1;0.0;0.0
52;105;105;37064934;185270.625185403;0;0;6754051;20012203;0.0;185270.625185403;1737663;9509484;139013040;138827769.374815;3;42000000.0;3;18000000.0;0;185270.625185403;0.0;2543303.39309414;1420883.06653514;0.0;0.0;0.0;0.0
53;106;106;0;0.0;578080;7290125;7290125;21586674;635888.0;635888.0;1879641;10461419;150371280;149735392.0;3;42000000.0;3;18000000.0;0;0.0;185270.625185403;0.0;0.0;635888.0;0.0;297563.2;361095.9
54;107;107;774801054;3873975.47990844;540636;6852875;6852875;20321360;594699.6;4468675.07990844;1908894;9637209;152711520;148242844.920092;3;42000000.0;3;18000000.0;0;3873975.47990844;0.0;1375329.36384481;2239667.05725837;594699.6;635888.0;318511.6;378239.4
55;108;108;18475812;92372.9907660267;410175;5391421;5391421;15974894;451192.5;543565.490766027;1340109;7387665;107208720;106665154.509234;3;42000000.0;3;18000000.0;0;92372.9907660267;3873975.47990844;0.0;0.0;451192.5;594699.6;339592.0;316965.0
56;109;109;46979852;234856.379429405;485844;6229025;6229025;18452984;534428.4;769284.779429405;1602418;8720234;128193440;127424155.220571;3;42000000.0;3;18000000.0;0;234856.379429405;92372.9907660267;927095.12171494;0.0;534428.4;451192.5;339614.0;315925.5
57;110;110;0;0.0;460264;5948155;5948155;17627360;506290.4;506290.4;1491609;8299999;119328720;118822429.6;3;42000000.0;3;18000000.0;0;0.0;234856.379429405;197576.858676437;4281165.15048561;506290.4;534428.4;266183.5;402403.1
58;111;111;0;0.0;512141;6533233;6533233;19352061;563355.1;563355.1;1663497;9238388;133079760;132516404.9;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;0.0;563355.1;506290.4;379111.7;373144.2
59;112;112;0;0.0;534129;6802319;6802319;20156373;587541.9;587541.9;1739115;9675170;139129200;138541658.1;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;3034914.72732278;587541.9;563355.1;344401.2;384533.6
60;113;113;0;0.0;439721;5718356;5718356;16939871;483693.1;483693.1;1427028;7925035;114162240;113678546.9;3;42000000.0;3;18000000.0;0;0.0;0.0;827594.1649114629;0.0;483693.1;587541.9;405029.9;394807.6
61;114;114;140234268;701199.297674787;412119;5406884;5406884;16014592;453330.9;1154530.19767479;1393311;7372296;111464880;110310349.802325;3;42000000.0;3;18000000.0;0;701199.297674787;0.0;0.0;489389.12698137295;453330.9;483693.1;401725.5;319805.2
62;115;115;0;0.0;485240;6229108;6229108;18460307;533764.0;533764.0;1572104;8757797;125768320;125234556.0;3;42000000.0;3;18000000.0;0;0.0;701199.297674787;2564768.17576729;0.0;533764.0;453330.9;436229.2;332630.1
63;116;116;808326467;4041567.83615078;411789;5414172;5414172;16030856;452967.9;4494535.73615079;1455446;7329674;116435680;111941144.263849;3;42000000.0;3;18000000.0;0;4041567.83615078;0.0;2173660.07426961;3765687.13957874;452967.9;533764.0;375882.1;309887.6
64;117;117;0;0.0;0;0;5117983;15163811;0.0;0.0;1241374;6909922;99309920;99309920.0;3;42000000.0;3;18000000.0;0;0.0;4041567.83615078;0.0;0.0;0.0;452967.9;0.0;0.0
65;118;118;121847911;609224.772347795;0;0;5081634;15050102;0.0;609224.772347795;1280527;6814034;102442160;101832935.227652;3;42000000.0;3;18000000.0;0;609224.772347795;0.0;185270.625185403;294108.846242529;0.0;0.0;0.0;0.0
66;119;119;0;0.0;352816;4745773;4745773;14064780;388097.6;388097.6;1141121;6353668;91289680;90901582.4;3;42000000.0;3;18000000.0;0;0.0;609224.772347795;0.0;0.0;388097.6;0.0;635888.0;265939.3
67;120;120;29999737;149999.46012492;396456;5229495;5229495;15500681;436101.6;586101.06012492;1300519;7129022;104041520;103455418.939875;3;42000000.0;3;18000000.0;0;149999.46012492;0.0;3873975.47990844;3862496.05259113;436101.6;388097.6;594699.6;278421.0
68;121;121;0;0.0;308355;4225034;4225034;12516120;339190.5;339190.5;992097;5516617;79367760;79028569.5;3;42000000.0;3;18000000.0;0;0.0;149999.46012492;92372.9907660267;0.0;339190.5;436101.6;451192.5;286048.4
69;122;122;0;0.0;278847;3911371;3911371;11576748;306731.7;306731.7;901496;5007397;72119680;71812948.3;3;42000000.0;3;18000000.0;0;0.0;0.0;234856.379429405;1507250.03075711;306731.7;339190.5;534428.4;244655.4
70;123;123;0;0.0;242827;3500591;3500591;10368232;267109.7;267109.7;780145;4341813;62411600;62144490.3;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;741385.799390325;267109.7;306731.7;506290.4;215437.2
71;124;124;0;0.0;240482;3472629;3472629;10297368;264530.2;264530.2;774112;4302489;61928960;61664429.8;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;0.0;264530.2;267109.7;563355.1;189699.4
72;125;125;0;0.0;265538;3760086;3760086;11137640;292091.8;292091.8;858164;4763068;68653120;68361028.2;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;50929.08107740519;292091.8;264530.2;587541.9;174546.9
73;126;126;0;0.0;269801;3811742;3811742;11293030;296781.1;296781.1;872263;4844817;69781040;69484258.9;3;42000000.0;3;18000000.0;0;0.0;0.0;0.0;0.0;296781.1;292091.8;483693.1;209147.4
74;127;127;355161667;1775684.38174481;235931;3416863;3416863;10127442;259524.1;2035208.48174481;812680;4164195;65014400;62979191.5182552;3;42000000.0;3;18000000.0;0;1775684.38174481;0.0;701199.297674787;268549.280630045;259524.1;296781.1;453330.9;178657.6
75;128;128;0;0.0;231377;3372759;3372759;9991872;254514.7;254514.7;745321;4137632;59625680;59371165.3;3;42000000.0;3;18000000.0;0;0.0;1775684.38174481;0.0;0.0;254514.7;259524.1;533764.0;175967.0
76;129;129;22057708;110318.18276336699;250468;3584060;3584060;10626742;275514.8;385832.982763368;813088;4478334;65047040;64661207.0172366;3;42000000.0;3;18000000.0;0;110318.18276336699;0.0;4041567.83615078;5777000.20617164;275514.8;254514.7;452967.9;149579.1
77;130;130;227721957;1138607.8285713;0;0;3172310;9392155;0.0;1138607.8285713;720193;3749810;57615440;56476832.171428695;3;42000000.0;3;18000000.0;0;1138607.8285713;110318.18276336699;0.0;0.0;0.0;275514.8;0.0;0.0
78;131;131;0;0.0;0;0;3428474;10160565;0.0;0.0;755921;4200697;60473680;60473680.0;3;42000000.0;3;18000000.0;0;0.0;1138607.8285713;609224.772347795;1793759.6538417998;0.0;0.0;0.0;0.0
79;132;132;71148850;355733.572656439;224532;3300541;3300541;9777674;246985.2;602718.772656439;741843;4001031;59347440;58744721.227343604;3;42000000.0;3;18000000.0;0;355733.572656439;0.0;0.0;0.0;246985.2;0.0;388097.6;161824.3
80;133;133;0;0.0;238438;3447789;3447789;10221348;262281.8;262281.8;764688;4261340;61175040;60912758.2;3;42000000.0;3;18000000.0;0;0.0;355733.572656439;149999.46012492;3111682.14059382;262281.8;246985.2;436101.6;161313.9
81;134;134;536013569;2679884.10771226;218797;3224362;3224362;9553243;240676.7;2920560.80771226;756811;3849040;60544880;57624319.192287706;3;42000000.0;3;18000000.0;0;2679884.10771226;0.0;0.0;0.0;240676.7;262281.8;339190.5;179834.6
82;135;135;0;0.0;264544;3735081;3735081;11069831;290998.4;290998.4;849514;4723587;67961120;67670121.6;3;42000000.0;3;18000000.0;0;0.0;2679884.10771226;0.0;0.0;290998.4;240676.7;306731.7;185831.8
83;136;136;93012906;465084.80876055296;296774;4101759;4101759;12145683;326451.4;791536.2087605529;985069;5287976;78805520;78013983.79123941;3;42000000.0;3;18000000.0;0;465084.80876055296;0.0;0.0;0.0;326451.4;290998.4;267109.7;162424.9
84;137;137;0;0.0;278594;3899935;3899935;11552546;306453.4;306453.4;897508;4988491;71800640;71494186.6;3;42000000.0;3;18000000.0;0;0.0;465084.80876055296;0.0;0.0;306453.4;326451.4;264530.2;212483.7
85;138;138;231816402;1159127.94008372;295956;4096180;4096180;12129717;325551.6;1484679.54008372;1011946;5261169;80955680;79471000.4599163;3;42000000.0;3;18000000.0;0;1159127.94008372;0.0;0.0;331358.631235272;325551.6;306453.4;292091.8;214049.0
86;139;139;16785747;83917.0710958604;305624;4209702;4209702;12468241;336186.4;420103.47109586;994944;5483008;79595520;79175416.5289041;3;42000000.0;3;18000000.0;0;83917.0710958604;1159127.94008372;0.0;0.0;336186.4;325551.6;296781.1;229318.1
87;140;140;739907862;3699573.92131111;322678;4396397;4396397;13021228;354945.8;4054519.72131111;1129694;5708511;90375520;86321000.27868891;3;42000000.0;3;18000000.0;0;3699573.92131111;83917.0710958604;1775684.38174481;1598742.57031115;354945.8;336186.4;259524.1;220904.2
88;141;141;0;0.0;336074;4549115;4549115;13470965;369681.4;369681.4;1083356;6033400;86668480;86298798.6;3;42000000.0;3;18000000.0;0;0.0;3699573.92131111;0.0;0.0;369681.4;354945.8;254514.7;211318.8
89;142;142;0;0.0;351246;4724465;4724465;14007007;386370.6;386370.6;1136827;6325601;90946160;90559789.4;3;42000000.0;3;18000000.0;0;0.0;0.0;110318.18276336699;2321704.28671706;386370.6;369681.4;275514.8;263754.7
90;143;143;0;0.0;0;0;4921440;14588325;0.0;0.0;1185660;6600756;94852800;94852800.0;3;42000000.0;3;18000000.0;0;0.0;0.0;1138607.8285713;0.0;0.0;386370.6;0.0;0.0
91;144;144;481588183;2407964.10056744;0;0;5722918;16965052;0.0;2407964.10056744;1528604;7791079;122288320;119880355.899433;3;42000000.0;3;18000000.0;0;2407964.10056744;0.0;0.0;2543303.39309414;0.0;0.0;0.0;0.0
92;145;145;0;0.0;418048;5490631;5490631;16269515;459852.8;459852.8;1358714;7557570;108697120;108237267.2;3;42000000.0;3;18000000.0;0;0.0;2407964.10056744;355733.572656439;0.0;459852.8;0.0;246985.2;297563.2
93;146;146;807924809;4039617.66205561;397720;5243175;5243175;15536536;437492.0;4477109.66205561;1399488;7064113;111959040;107481930.337944;3;42000000.0;3;18000000.0;0;4039617.66205561;0.0;0.0;1375329.36384481;437492.0;459852.8;262281.8;318511.6
94;147;147;0;0.0;461491;5953111;5953111;17641996;507640.1;507640.1;1495890;8311363;119671200;119163559.9;3;42000000.0;3;18000000.0;0;0.0;4039617.66205561;2679884.10771226;0.0;507640.1;437492.0;240676.7;339592.0
95;148;148;522718704;2613619.04873876;434033;5643099;5643099;16725820;477436.3;3091055.34873877;1518645;7711480;121491600;118400544.65126102;3;42000000.0;3;18000000.0;0;2613619.04873876;0.0;0.0;927095.12171494;477436.3;507640.1;290998.4;339614.0
96;149;149;78776151;393791.59077977604;487143;6248429;6248429;18517088;535857.3;929648.8907797759;1621873;8749784;129749840;128820191.10922;3;42000000.0;3;18000000.0;0;393791.59077977604;2613619.04873876;465084.80876055296;197576.858676437;535857.3;477436.3;326451.4;266183.5
97;150;150;151006245;755010.40317227;505701;6466263;6466263;19167722;556271.1;1311281.50317227;1717780;9078539;137422400;136111118.496828;3;42000000.0;3;18000000.0;0;755010.40317227;393791.59077977604;0.0;0.0;556271.1;535857.3;306453.4;379111.7
98;151;151;0;0.0;512635;6533531;6533531;19367124;563898.5;563898.5;1660239;9249184;132819120;132255221.5;3;42000000.0;3;18000000.0;0;0.0;755010.40317227;1159127.94008372;0.0;563898.5;556271.1;325551.6;344401.2
99;152;152;523413836;2617092.28334387;528477;6712487;6712487;19888384;581324.7;3198416.98334387;1851337;9415913;148106960;144908543.016656;3;42000000.0;3;18000000.0;0;2617092.28334387;0.0;83917.0710958604;827594.1649114629;581324.7;563898.5;336186.4;405029.9
100;153;153;0;0.0;536112;6802015;6802015;20153257;589723.2;589723.2;1739364;9669908;139149120;138559396.8;3;42000000.0;3;18000000.0;0;0.0;2617092.28334387;3699573.92131111;0.0;589723.2;581324.7;354945.8;401725.5
101;154;154;849439781;4247385.78533525;601833;7544840;7544840;22339386;662016.3;4909402.08533525;2124685;10722517;169974800;165065397.91466498;3;42000000.0;3;18000000.0;0;4247385.78533525;0.0;0.0;2564768.17576729;662016.3;589723.2;369681.4;436229.2
102;155;155;0;0.0;538845;6837106;6837106;20257308;592729.5;592729.5;1751452;9737486;140116160;139523430.5;3;42000000.0;3;18000000.0;0;0.0;4247385.78533525;0.0;2173660.07426961;592729.5;662016.3;386370.6;375882.1
103;156;156;713826703;3569120.46972004;0;0;7615243;22560180;0.0;3569120.46972004;2133258;10772039;170660640;167091519.53028;3;42000000.0;3;18000000.0;0;3569120.46972004;0.0;0.0;0.0;0.0;592729.5;0.0;0.0
104;157;157;294416587;1472106.9518817;0;0;9567362;21264952;0.0;1472106.9518817;1960136;10113147;156810880;155338773.048118;4;45500000.0;4;24000000.0;0;1472106.9518817;3569120.46972004;2407964.10056744;185270.625185403;0.0;0.0;0.0;0.0
105;158;158;81498912;407481.63633882796;714196;9069808;9069808;20150217;785615.6;1193097.23633883;1796587;9647580;143726960;142533862.763661;4;45500000.0;4;24000000.0;0;407481.63633882796;1472106.9518817;0.0;0.0;785615.6;0.0;459852.8;635888.0
106;159;159;87620338;438084.99325236795;595400;7732904;7732904;17186840;654940.0;1093024.99325237;1495249;8032255;119619920;118526895.00674799;4;45500000.0;4;24000000.0;0;438084.99325236795;407481.63633882796;4039617.66205561;3873975.47990844;654940.0;785615.6;437492.0;594699.6
107;160;160;0;0.0;702274;8943986;8943986;19869537;772501.4;772501.4;1715012;9534332;137200960;136428458.6;4;45500000.0;4;24000000.0;0;0.0;438084.99325236795;0.0;92372.9907660267;772501.4;654940.0;507640.1;451192.5
108;161;161;104103534;520513.566276473;726423;9192635;9192635;20422921;799065.3;1319578.86627647;1831554;9786950;146524320;145204741.133724;4;45500000.0;4;24000000.0;0;520513.566276473;0.0;2613619.04873876;234856.379429405;799065.3;772501.4;477436.3;534428.4
109;162;162;0;0.0;676737;8644707;8644707;19211751;744410.7;744410.7;1652135;9175894;132170800;131426389.3;4;45500000.0;4;24000000.0;0;0.0;520513.566276473;393791.59077977604;0.0;744410.7;799065.3;535857.3;506290.4
110;163;163;0;0.0;683074;8717052;8717052;19375647;751381.4;751381.4;1667534;9271201;133402720;132651338.6;4;45500000.0;4;24000000.0;0;0.0;0.0;755010.40317227;0.0;751381.4;744410.7;556271.1;563355.1
111;164;164;134602611;673055.008896247;558157;7314559;7314559;16258803;613972.7;1287027.70889625;1419161;7520014;113532880;112245852.291104;4;45500000.0;4;24000000.0;0;673055.008896247;0.0;0.0;0.0;613972.7;751381.4;563898.5;587541.9
112;165;165;0;0.0;591788;7683183;7683183;17084419;650966.8;650966.8;1441741;8023362;115339280;114688313.2;4;45500000.0;4;24000000.0;0;0.0;673055.008896247;2617092.28334387;0.0;650966.8;613972.7;581324.7;483693.1
113;166;166;131877393;659382.866795959;566379;7405907;7405907;16457161;623016.9;1282399.76679596;1439635;7630376;115170800;113888400.233204;4;45500000.0;4;24000000.0;0;659382.866795959;0.0;0.0;701199.297674787;623016.9;650966.8;589723.2;453330.9
